0,09:00 - 09:30,something on the 23rd,none,0
1,09:30 - 09:45,Welcome to Engineering Days & Introduction to Product Managers,Martin Cooper & Octavian Tanase,0
2,09:45 - 10:30,Future of Data: The NetApp Vision and Strategy,Matt Watts,0
3,time,"Architecting the Future, Today",Grant Caley,0
4,time,Break,none,0
5,time,Simply Data Management Everywhere with Flash and ONTAP: Core ONTAP and FAS/AFF Platform Developments and Direction,Jay Subramanian,0
6,time,Lunch,none,0
